States/UTs,District,Year,Crime,Rate
Haryana,Jind,2014,At Office premises,0
Haryana,Kaithal,2014,At Office premises,0
Haryana,Karnal,2014,At Office premises,0
Haryana,Kurukshetra,2014,At Office premises,0
Haryana,Mahendragarh,2014,At Office premises,0
Haryana,Mewat,2014,At Office premises,0
Haryana,Palwal,2014,At Office premises,0
Haryana,Panchkula,2014,At Office premises,1
Haryana,Panipat,2014,At Office premises,0
Haryana,Rewari,2014,At Office premises,0
Haryana,Rohtak,2014,At Office premises,0
Haryana,Sirsa,2014,At Office premises,0
Haryana,Sonipat,2014,At Office premises,0
Haryana,Yamunanagar,2014,At Office premises,0
Haryana,Irrigation & Power,2014,At Office premises,0
Himachal Pradesh,Baddi,2014,At Office premises,0
Himachal Pradesh,Bilaspur,2014,At Office premises,0
Himachal Pradesh,Chamba,2014,At Office premises,0
Himachal Pradesh,C. I. D.,2014,At Office premises,0
Himachal Pradesh,G. R. P.,2014,At Office premises,0
Himachal Pradesh,Hamirpur,2014,At Office premises,0
Himachal Pradesh,Kangra,2014,At Office premises,0
Himachal Pradesh,Kinnaur,2014,At Office premises,0
Himachal Pradesh,Kullu,2014,At Office premises,0
Himachal Pradesh,Lahul & Spiti,2014,At Office premises,0
Himachal Pradesh,Mandi,2014,At Office premises,0
Himachal Pradesh,Shimla,2014,At Office premises,0
Himachal Pradesh,Sirmaur,2014,At Office premises,0
Himachal Pradesh,Solan,2014,At Office premises,0
Himachal Pradesh,Una,2014,At Office premises,0
Jammu & Kashmir,Anantnag,2014,At Office premises,0
Jammu & Kashmir,Awantipora,2014,At Office premises,0
Jammu & Kashmir,Bandipore,2014,At Office premises,0
Jammu & Kashmir,Baramulla,2014,At Office premises,0
Jammu & Kashmir,Badgam,2014,At Office premises,0
Jammu & Kashmir,Crime Jammu,2014,At Office premises,0
Jammu & Kashmir,Crime Srinagar,2014,At Office premises,0
Jammu & Kashmir,Doda,2014,At Office premises,0
Jammu & Kashmir,Ganderbal,2014,At Office premises,0
Jammu & Kashmir,Handwara,2014,At Office premises,0
Jammu & Kashmir,Jammu,2014,At Office premises,0
Jammu & Kashmir,Kargil,2014,At Office premises,0
Jammu & Kashmir,Kathua,2014,At Office premises,0
Jammu & Kashmir,Kishtwar,2014,At Office premises,0
Jammu & Kashmir,Kulgam,2014,At Office premises,0
Jammu & Kashmir,Kupwara,2014,At Office premises,0
Jammu & Kashmir,Leh (Ladakh),2014,At Office premises,0
Jammu & Kashmir,Poonch,2014,At Office premises,0
Jammu & Kashmir,Pulwama,2014,At Office premises,0
Jammu & Kashmir,Railways Jammu,2014,At Office premises,0
Jammu & Kashmir,Railways Kashmir,2014,At Office premises,0
Jammu & Kashmir,Railways Katra,2014,At Office premises,0
Jammu & Kashmir,Rajouri,2014,At Office premises,0
Jammu & Kashmir,Ramban,2014,At Office premises,0
Jammu & Kashmir,Reasi,2014,At Office premises,0
Jammu & Kashmir,Samba,2014,At Office premises,0
Jammu & Kashmir,Shupiyan,2014,At Office premises,0
Jammu & Kashmir,Sopore,2014,At Office premises,0
Jammu & Kashmir,Srinagar,2014,At Office premises,0
Jammu & Kashmir,Udhampur,2014,At Office premises,0
Jharkhand,Bokaro,2014,At Office premises,0
Jharkhand,Chaibasa,2014,At Office premises,0
Jharkhand,Chatra,2014,At Office premises,0
Jharkhand,Deoghar,2014,At Office premises,0
Jharkhand,Dhanbad,2014,At Office premises,0
Jharkhand,Dhanbad Railway,2014,At Office premises,0
Jharkhand,Dumka,2014,At Office premises,0
Jharkhand,Garhwa,2014,At Office premises,0
Jharkhand,Giridih,2014,At Office premises,0
Jharkhand,Godda,2014,At Office premises,0
Jharkhand,Gumla,2014,At Office premises,0
Jharkhand,Hazaribagh,2014,At Office premises,0
Jharkhand,Jamshedpur,2014,At Office premises,0
Jharkhand,Jamshedpur Railway,2014,At Office premises,0
Jharkhand,Jamtara,2014,At Office premises,0
Jharkhand,Khunti,2014,At Office premises,0
Jharkhand,Kodarma,2014,At Office premises,0
Jharkhand,Latehar,2014,At Office premises,0
Jharkhand,Lohardaga,2014,At Office premises,0
Jharkhand,Pakur,2014,At Office premises,0
Jharkhand,Palamu,2014,At Office premises,0
Jharkhand,Ramgarh,2014,At Office premises,0
Jharkhand,Ranchi,2014,At Office premises,0
Jharkhand,Sahibganj,2014,At Office premises,0
Jharkhand,Saraikela-kharsawan,2014,At Office premises,0
Jharkhand,Simdega,2014,At Office premises,0
Karnataka,Bagalkot,2014,At Office premises,0
Karnataka,Bangalore,2014,At Office premises,1
Karnataka,Bangalore Rural,2014,At Office premises,0
Karnataka,Belagavi District,2014,At Office premises,0
Karnataka,Bellary,2014,At Office premises,0
Karnataka,Bidar,2014,At Office premises,0
Karnataka,"Bijapur	",2014,At Office premises,0
Karnataka,Chikballapura,2014,At Office premises,0
Karnataka,Chamrajnagar,2014,At Office premises,0
Karnataka,Chikmagalur,2014,At Office premises,0
Karnataka,Chitradurga,2014,At Office premises,1
Karnataka,Dakshina Kannada,2014,At Office premises,0
Karnataka,Davanagere,2014,At Office premises,0
Karnataka,Dharwad,2014,At Office premises,0
Karnataka,Gadag,2014,At Office premises,0
Karnataka,Kalaburgi,2014,At Office premises,0
Karnataka,Hassan,2014,At Office premises,0
Karnataka,Haveri,2014,At Office premises,0
Karnataka,Hubballi Dharwad City,2014,At Office premises,0
Karnataka,K.G.F.,2014,At Office premises,0
Karnataka,Kodagu,2014,At Office premises,1
Karnataka,Kolar,2014,At Office premises,0
Karnataka,Koppal,2014,At Office premises,0
Karnataka,Mandya,2014,At Office premises,0
Karnataka,Mangaluru City,2014,At Office premises,0
Karnataka,Mysore,2014,At Office premises,0
Karnataka,Mysore,2014,At Office premises,0
Karnataka,Raichur,2014,At Office premises,0
Karnataka,K.Railways,2014,At Office premises,0
Karnataka,Ramanagara,2014,At Office premises,0
Karnataka,Shimoga,2014,At Office premises,0
Karnataka,Tumkur,2014,At Office premises,0
Karnataka,Udupi,2014,At Office premises,0
Karnataka,Uttara Kannada,2014,At Office premises,0
Karnataka,Yadgir,2014,At Office premises,0
Karnataka,Belagavi City,2014,At Office premises,0
Kerala,Alappuzha,2014,At Office premises,0
Kerala,Ernakulam,2014,At Office premises,0
Kerala,Ernakulam,2014,At Office premises,0
Kerala,Idukki,2014,At Office premises,0
Kerala,Kannur,2014,At Office premises,0
Kerala,Kasaragod,2014,At Office premises,0
Kerala,Kollam,2014,At Office premises,0
Kerala,Kollam Rural,2014,At Office premises,0
Kerala,Kottayam,2014,At Office premises,2
Kerala,Kozhikode,2014,At Office premises,0
Kerala,Kozhikode,2014,At Office premises,0
Kerala,Malappuram,2014,At Office premises,0
Kerala,Palakkad,2014,At Office premises,0
Kerala,Pathanamthitta,2014,At Office premises,0
Kerala,Railways,2014,At Office premises,2
Kerala,Thrissur,2014,At Office premises,0
Kerala,Thrissur,2014,At Office premises,2
Kerala,Thiruvananthapuram,2014,At Office premises,0
Kerala,Thiruvananthapuram,2014,At Office premises,0
Kerala,Wayanad,2014,At Office premises,0
Kerala,Crime Branch,2014,At Office premises,0
Madhya Pradesh,Agar Malwa,2014,At Office premises,0
Madhya Pradesh,Alirajpur,2014,At Office premises,0
Madhya Pradesh,Anuppur,2014,At Office premises,0
Madhya Pradesh,Ashoknagar,2014,At Office premises,0
Madhya Pradesh,Balaghat,2014,At Office premises,0
Madhya Pradesh,Barwani,2014,At Office premises,0
Madhya Pradesh,Betul,2014,At Office premises,0
Madhya Pradesh,Bhind,2014,At Office premises,0
Madhya Pradesh,Bhopal,2014,At Office premises,0
Madhya Pradesh,Bhopal Railway,2014,At Office premises,0
Madhya Pradesh,Burhanpur,2014,At Office premises,0
Madhya Pradesh,Chhatarpur,2014,At Office premises,0
Madhya Pradesh,Chhindwara,2014,At Office premises,0
Madhya Pradesh,Damoh,2014,At Office premises,0
Madhya Pradesh,Datia,2014,At Office premises,0
Madhya Pradesh,Dewas,2014,At Office premises,0
Madhya Pradesh,Dhar,2014,At Office premises,0
Madhya Pradesh,Dindori,2014,At Office premises,0
Madhya Pradesh,Guna,2014,At Office premises,0
Madhya Pradesh,Gwalior,2014,At Office premises,0
Madhya Pradesh,Harda,2014,At Office premises,0
Madhya Pradesh,Hoshangabad,2014,At Office premises,0
Madhya Pradesh,Indore,2014,At Office premises,1
Madhya Pradesh,Indore Railway,2014,At Office premises,0
Madhya Pradesh,Jabalpur,2014,At Office premises,0
Madhya Pradesh,Jabalpur Railway,2014,At Office premises,0
Madhya Pradesh,Jhabua,2014,At Office premises,0
Madhya Pradesh,Katni,2014,At Office premises,0
Madhya Pradesh,Khandwa,2014,At Office premises,0
Madhya Pradesh,Khargone,2014,At Office premises,0
Madhya Pradesh,Mandla,2014,At Office premises,0
Madhya Pradesh,Mandsaur,2014,At Office premises,0
Madhya Pradesh,Morena,2014,At Office premises,0
Madhya Pradesh,Narsimhapur,2014,At Office premises,0
Madhya Pradesh,Neemuch,2014,At Office premises,0
Madhya Pradesh,Panna,2014,At Office premises,0
Madhya Pradesh,Raisen,2014,At Office premises,0
Madhya Pradesh,Rajgarh,2014,At Office premises,0
Madhya Pradesh,Ratlam,2014,At Office premises,0
Madhya Pradesh,Rewa,2014,At Office premises,0
Madhya Pradesh,Sagar,2014,At Office premises,0
Madhya Pradesh,Satna,2014,At Office premises,0
Madhya Pradesh,Seoni,2014,At Office premises,0
Madhya Pradesh,Shahdol,2014,At Office premises,0
Madhya Pradesh,Shajapur,2014,At Office premises,0
Madhya Pradesh,Sheopur,2014,At Office premises,0
Madhya Pradesh,Shivpuri,2014,At Office premises,0
Madhya Pradesh,Sidhi,2014,At Office premises,0
Madhya Pradesh,Sehore,2014,At Office premises,0
Madhya Pradesh,Singrauli,2014,At Office premises,0
Madhya Pradesh,Tikamgarh,2014,At Office premises,0
Madhya Pradesh,Ujjain,2014,At Office premises,0
Madhya Pradesh,Umaria,2014,At Office premises,0
Madhya Pradesh,Vidisha,2014,At Office premises,0
Madhya Pradesh,Cyber Cell,2014,At Office premises,0
Maharashtra,Ahmadnagar,2014,At Office premises,0
Maharashtra,Akola,2014,At Office premises,0
Maharashtra,Amravati,2014,At Office premises,0
Maharashtra,Amravati,2014,At Office premises,0
Maharashtra,Aurangabad,2014,At Office premises,0
Maharashtra,Aurangabad,2014,At Office premises,0
Maharashtra,Bid,2014,At Office premises,0
Maharashtra,Bhandara,2014,At Office premises,0
Maharashtra,Buldana,2014,At Office premises,0
Maharashtra,Chandrapur,2014,At Office premises,0
Maharashtra,Dhule,2014,At Office premises,0
Maharashtra,Garhchiroli,2014,At Office premises,0
Maharashtra,Gondiya,2014,At Office premises,0
Maharashtra,Hingoli,2014,At Office premises,0
Maharashtra,Jalgaon,2014,At Office premises,0
Maharashtra,Jalna,2014,At Office premises,2
Maharashtra,Kolhapur,2014,At Office premises,0
Maharashtra,Latur,2014,At Office premises,0
Maharashtra,Mumbai City,2014,At Office premises,4
Maharashtra,Mumbai City,2014,At Office premises,0
Maharashtra,Nagpur,2014,At Office premises,0
Maharashtra,Nagpur ,2014,At Office premises,0
Maharashtra,Nagpur,2014,At Office premises,0
Maharashtra,Nanded,2014,At Office premises,0
Maharashtra,Nandurbar,2014,At Office premises,0
Maharashtra,Nashik,2014,At Office premises,0
Maharashtra,Nashik,2014,At Office premises,0
Maharashtra,Mumbai Suburban,2014,At Office premises,1
Maharashtra,Osmanabad,2014,At Office premises,0
Maharashtra,Palghar,2014,At Office premises,0
Maharashtra,Parbhani,2014,At Office premises,0
Maharashtra,Pune,2014,At Office premises,0
Maharashtra,Pune,2014,At Office premises,0
Maharashtra,Pune,2014,At Office premises,0
Maharashtra,Raigarh,2014,At Office premises,0
Maharashtra,Ratnagiri,2014,At Office premises,0
Maharashtra,Sangli,2014,At Office premises,0
Maharashtra,Satara,2014,At Office premises,0
Maharashtra,Sindhudurg,2014,At Office premises,0
Maharashtra,Solapur,2014,At Office premises,0
Maharashtra,Solapur,2014,At Office premises,0
Maharashtra,Thane,2014,At Office premises,3
Maharashtra,Thane,2014,At Office premises,0
Maharashtra,Wardha,2014,At Office premises,0
Maharashtra,Washim,2014,At Office premises,0
Maharashtra,Yavatmal,2014,At Office premises,0
Manipur,Bishnupur,2014,At Office premises,0
Manipur,Chandel,2014,At Office premises,0
Manipur,Churachandpur,2014,At Office premises,0
Manipur,C. I. D.,2014,At Office premises,0
Manipur,Imphal East,2014,At Office premises,0
Manipur,Imphal West,2014,At Office premises,0
Manipur,Senapati,2014,At Office premises,0
Manipur,Tamenglong,2014,At Office premises,0
Manipur,Thoubal,2014,At Office premises,0
Manipur,Ukhrul,2014,At Office premises,0
Meghalaya,East Garo Hills,2014,At Office premises,0
Meghalaya,North Garo Hills,2014,At Office premises,0
Meghalaya,South Garo Hills,2014,At Office premises,0
Meghalaya,South West Garo Hills,2014,At Office premises,0
Meghalaya,West Garo Hills,2014,At Office premises,0
Meghalaya,Jaintia Hills,2014,At Office premises,0
Meghalaya,Jaintia Hills,2014,At Office premises,0
Meghalaya,East Khasi Hills,2014,At Office premises,0
Meghalaya,Khasi Hills South West,2014,At Office premises,0
Meghalaya,West Khasi Hills,2014,At Office premises,0
Meghalaya,Ri Bhoi,2014,At Office premises,0
Mizoram,Aizawl,2014,At Office premises,0
Mizoram,Champhai,2014,At Office premises,0
Mizoram,Kolasib,2014,At Office premises,0
Mizoram,Lawngtlai,2014,At Office premises,0
Mizoram,Lunglei,2014,At Office premises,0
Mizoram,Mamit,2014,At Office premises,0
Mizoram,Saiha,2014,At Office premises,0
Mizoram,Serchhip,2014,At Office premises,0
Mizoram,Spl Traffic,2014,At Office premises,0
Nagaland,Dimapur,2014,At Office premises,0
Nagaland,Kiphire,2014,At Office premises,0
Nagaland,Kohima,2014,At Office premises,0
Nagaland,Longleng,2014,At Office premises,0
Nagaland,Mokokchung,2014,At Office premises,0
Nagaland,Mon,2014,At Office premises,0
Nagaland,Peren,2014,At Office premises,0
Nagaland,Phek,2014,At Office premises,0
Nagaland,Tuensang,2014,At Office premises,0
Nagaland,Wokha,2014,At Office premises,0
Nagaland,Zunheboto,2014,At Office premises,0
Odisha,Angul,2014,At Office premises,8
Odisha,Baleshwar,2014,At Office premises,0
Odisha,Baragarh,2014,At Office premises,0
Odisha,Berhampur,2014,At Office premises,0
Odisha,Bhadrak,2014,At Office premises,0
Odisha,Balangir,2014,At Office premises,0
Odisha,Bauda,2014,At Office premises,0
Odisha,Cuttack,2014,At Office premises,0
Odisha,DCP BBSR,2014,At Office premises,0
Odisha,DCP CTC,2014,At Office premises,0
Odisha,Debagarh,2014,At Office premises,0
Odisha,Dhenkanal,2014,At Office premises,0
Odisha,Gajapati,2014,At Office premises,0
Odisha,Ganjam,2014,At Office premises,0
Odisha,Jagatsinghapur,2014,At Office premises,0
Odisha,Jajapur,2014,At Office premises,0
Odisha,Jharsuguda,2014,At Office premises,0
Odisha,Kalahandi,2014,At Office premises,0
Odisha,Kandhamal,2014,At Office premises,0
Odisha,Kendrapara,2014,At Office premises,0
Odisha,"Kendujhar	",2014,At Office premises,0
Odisha,Khordha,2014,At Office premises,0
Odisha,Koraput,2014,At Office premises,0
Odisha,Malkangiri,2014,At Office premises,0
Odisha,Mayurbhanj,2014,At Office premises,0
Odisha,Nayagarh,2014,At Office premises,0
Odisha,Nabarangapur,2014,At Office premises,0
Odisha,Nuapada,2014,At Office premises,0
Odisha,Puri,2014,At Office premises,0
Odisha,Rayagada,2014,At Office premises,0
Odisha,Rourkela,2014,At Office premises,0
Odisha,Sambalpur,2014,At Office premises,0
Odisha,Sonepur,2014,At Office premises,0
Odisha,SRP (Cuttack),2014,At Office premises,0
Odisha,SRP (Rourkela),2014,At Office premises,0
Odisha,Sundargarh,2014,At Office premises,0
Punjab,Amritsar,2014,At Office premises,0
Punjab,Barnala,2014,At Office premises,0
Punjab,Batala,2014,At Office premises,0
Punjab,Bathinda,2014,At Office premises,0
Punjab,CP Amritsar,2014,At Office premises,0
Punjab,CP Jalandhar,2014,At Office premises,0
Punjab,CP Ludhiana,2014,At Office premises,0
Punjab,Faridkot,2014,At Office premises,0
Punjab,Fatehgarh Sahib,2014,At Office premises,0
Punjab,Fazilka,2014,At Office premises,0
Punjab,Firozpur,2014,At Office premises,0
Punjab,G. R. P.,2014,At Office premises,0
Punjab,Gurdaspur,2014,At Office premises,0
Punjab,Hoshiarpur,2014,At Office premises,0
Punjab,Jalandhar,2014,At Office premises,0
Punjab,Kapurthala,2014,At Office premises,0
Punjab,Khanna,2014,At Office premises,0
Punjab,Ludhiana,2014,At Office premises,0
Punjab,Mansa,2014,At Office premises,0
Punjab,Moga,2014,At Office premises,0
Punjab,Muktsar,2014,At Office premises,0
Punjab,Pathankot,2014,At Office premises,0
Punjab,Patiala,2014,At Office premises,0
Punjab,Ropar,2014,At Office premises,0
Punjab,Sangrur,2014,At Office premises,0
Punjab,Sahibzada Ajit Singh Nagar,2014,At Office premises,0
Punjab,Shahid Bhagat Singh Nagar,2014,At Office premises,0
Punjab,Tarn Taran,2014,At Office premises,0
Rajasthan,Ajmer,2014,At Office premises,0
Rajasthan,Alwar,2014,At Office premises,0
Rajasthan,Banswara,2014,At Office premises,0
Rajasthan,Baran,2014,At Office premises,0
Rajasthan,Barmer,2014,At Office premises,0
Rajasthan,Bharatpur,2014,At Office premises,0
Rajasthan,Bhilwara,2014,At Office premises,0
Rajasthan,Bikaner,2014,At Office premises,0
Rajasthan,Bundi,2014,At Office premises,0
Rajasthan,Chittaurgarh,2014,At Office premises,0
Rajasthan,Churu,2014,At Office premises,0
Rajasthan,Dausa,2014,At Office premises,0
Rajasthan,Dhaulpur,2014,At Office premises,0
Rajasthan,Dungarpur,2014,At Office premises,0
Rajasthan,G.R.P.Ajmer,2014,At Office premises,0
Rajasthan,G.R.P.Jodhpur,2014,At Office premises,0
Rajasthan,Ganganagar,2014,At Office premises,0
Rajasthan,Hanumangarh,2014,At Office premises,0
Rajasthan,Jaipur,2014,At Office premises,0
Rajasthan,Jaipur,2014,At Office premises,0
Rajasthan,Jaipur,2014,At Office premises,0
Rajasthan,Jaipur,2014,At Office premises,0
Rajasthan,Jaipur,2014,At Office premises,0
Rajasthan,Jaisalmer,2014,At Office premises,0
Rajasthan,Jalor,2014,At Office premises,0
Rajasthan,Jhalawar,2014,At Office premises,0
Rajasthan,Jhunjhunun,2014,At Office premises,0
Rajasthan,Jodhpur,2014,At Office premises,0
Rajasthan,Jodhpur,2014,At Office premises,0
Rajasthan,Jodhpur,2014,At Office premises,0
Rajasthan,Karauli,2014,At Office premises,0
Rajasthan,Kota,2014,At Office premises,0
Rajasthan,Kota,2014,At Office premises,0
Rajasthan,Nagaur,2014,At Office premises,0
Rajasthan,Pali,2014,At Office premises,0
Rajasthan,Pratapgarh,2014,At Office premises,0
Rajasthan,Rajsamand,2014,At Office premises,0
Rajasthan,Sawai Madhopur,2014,At Office premises,0
Rajasthan,Sikar,2014,At Office premises,0
Rajasthan,Sirohi,2014,At Office premises,0
Rajasthan,Tonk,2014,At Office premises,0
Rajasthan,Udaipur,2014,At Office premises,0
Sikkim,East Sikkim,2014,At Office premises,0
Sikkim,North Sikkim,2014,At Office premises,0
Sikkim,South Sikkim,2014,At Office premises,0
Sikkim,West Sikkim,2014,At Office premises,0
Sikkim,CID,2014,At Office premises,0
Tamil Nadu,Ariyalur,2014,At Office premises,0
Tamil Nadu,Chennai,2014,At Office premises,0
Tamil Nadu,Coimbatore,2014,At Office premises,0
Tamil Nadu,Coimbatore,2014,At Office premises,0
Tamil Nadu,Cuddalore,2014,At Office premises,0
Tamil Nadu,Dharmapuri,2014,At Office premises,0
Tamil Nadu,Dindigul,2014,At Office premises,0
Tamil Nadu,Erode,2014,At Office premises,0
Tamil Nadu,Kancheepuram,2014,At Office premises,0
Tamil Nadu,Kanniyakumari,2014,At Office premises,0
Tamil Nadu,Karur,2014,At Office premises,0
Tamil Nadu,Krishnagiri,2014,At Office premises,0
Tamil Nadu,Madurai,2014,At Office premises,0
Tamil Nadu,Madurai,2014,At Office premises,0
Tamil Nadu,Nagappattinam,2014,At Office premises,0
Tamil Nadu,Namakkal,2014,At Office premises,0
Tamil Nadu,Nilgiris,2014,At Office premises,0
Tamil Nadu,Perambalur,2014,At Office premises,0
Tamil Nadu,Pudukkottai,2014,At Office premises,0
Tamil Nadu,Ramanathapuram,2014,At Office premises,0
Tamil Nadu,Railway Chennai,2014,At Office premises,0
Tamil Nadu,Railway Trichy,2014,At Office premises,0
Tamil Nadu,Salem,2014,At Office premises,0
Tamil Nadu,Salem,2014,At Office premises,0
Tamil Nadu,Sivaganga,2014,At Office premises,0
Tamil Nadu,Thanjavur,2014,At Office premises,0
Tamil Nadu,Theni,2014,At Office premises,0
Tamil Nadu,Thirunelveli,2014,At Office premises,0
Tamil Nadu,Thirunelveli City,2014,At Office premises,0
Tamil Nadu,Thiruvallur,2014,At Office premises,2
Tamil Nadu,Tiruvannamalai,2014,At Office premises,0
Tamil Nadu,Thiruvarur,2014,At Office premises,0
Tamil Nadu,Thoothukkudi,2014,At Office premises,0
Tamil Nadu,Tiruppur,2014,At Office premises,0
Tamil Nadu,Tiruppur,2014,At Office premises,0
Tamil Nadu,Trichy,2014,At Office premises,0
Tamil Nadu,Trichy City,2014,At Office premises,0
Tamil Nadu,Vellore,2014,At Office premises,0
Tamil Nadu,Viluppuram,2014,At Office premises,0
Tamil Nadu,Virudunagar,2014,At Office premises,0
Tamil Nadu,Cyber Cell,2014,At Office premises,0
Tamil Nadu,Other Units,2014,At Office premises,0
Telangana,Adilabad,2014,At Office premises,0
Telangana,Hyberabad,2014,At Office premises,1
Telangana,Hyberabad,2014,At Office premises,4
Telangana,Karimnagar,2014,At Office premises,0
Telangana,Khammam,2014,At Office premises,0
Telangana,Mahbubnagar,2014,At Office premises,0
Telangana,Medak,2014,At Office premises,0
Telangana,Nalgonda,2014,At Office premises,0
Telangana,Nizamabad,2014,At Office premises,0
Telangana,Ranga Reddy,2014,At Office premises,0
Telangana,Secunderabad Railway,2014,At Office premises,0
Telangana,Warangal,2014,At Office premises,0
Telangana,Warangal,2014,At Office premises,0
Tripura,Dhalai,2014,At Office premises,0
Tripura,Gomati,2014,At Office premises,0
Tripura,G. R. P.,2014,At Office premises,0
Tripura,Khowai,2014,At Office premises,0
Tripura,North Tripura,2014,At Office premises,0
Tripura,Sipahijala,2014,At Office premises,0
Tripura,South Tripura,2014,At Office premises,0
Tripura,Unokoti,2014,At Office premises,0
Tripura,West Tripura,2014,At Office premises,0
Uttar Pradesh,Agra,2014,At Office premises,0
Uttar Pradesh,Aligarh,2014,At Office premises,0
Uttar Pradesh,Allahabad,2014,At Office premises,0
Uttar Pradesh,Ambedkar Nagar,2014,At Office premises,0
Uttar Pradesh,Amethi,2014,At Office premises,0
Uttar Pradesh,Amroha,2014,At Office premises,0
Uttar Pradesh,Auraiya,2014,At Office premises,0
Uttar Pradesh,Azamgarh,2014,At Office premises,0
Uttar Pradesh,Budaun,2014,At Office premises,0
Uttar Pradesh,Baghpat,2014,At Office premises,0
Uttar Pradesh,Bahraich,2014,At Office premises,0
Uttar Pradesh,Ballia,2014,At Office premises,0
Uttar Pradesh,Balrampur,2014,At Office premises,0
Uttar Pradesh,Banda,2014,At Office premises,0
Uttar Pradesh,Barabanki,2014,At Office premises,0
Uttar Pradesh,Bareilly,2014,At Office premises,0
Uttar Pradesh,Basti,2014,At Office premises,0
Uttar Pradesh,Bijnor,2014,At Office premises,0
Uttar Pradesh,Bulandshahr,2014,At Office premises,0
Uttar Pradesh,Chandauli,2014,At Office premises,0
Uttar Pradesh,Chitrakoot,2014,At Office premises,0
Uttar Pradesh,Deoria,2014,At Office premises,0
Uttar Pradesh,Etah,2014,At Office premises,0
Uttar Pradesh,Etawah,2014,At Office premises,0
Uttar Pradesh,Faizabad,2014,At Office premises,0
Uttar Pradesh,Fatehgarh,2014,At Office premises,0
Uttar Pradesh,Fatehpur,2014,At Office premises,0
Uttar Pradesh,Firozabad,2014,At Office premises,0
Uttar Pradesh,G. R. P.,2014,At Office premises,0
Uttar Pradesh,Gautam Buddha Nagar,2014,At Office premises,0
Uttar Pradesh,Ghaziabad,2014,At Office premises,0
Uttar Pradesh,Ghazipur,2014,At Office premises,0
Uttar Pradesh,Gonda,2014,At Office premises,0
Uttar Pradesh,Gorakhpur,2014,At Office premises,0
Uttar Pradesh,Hamirpur,2014,At Office premises,0
Uttar Pradesh,Hapur,2014,At Office premises,0
Uttar Pradesh,Hardoi,2014,At Office premises,0
Uttar Pradesh,Hathras,2014,At Office premises,0
Uttar Pradesh,Jalaun,2014,At Office premises,0
Uttar Pradesh,Jaunpur,2014,At Office premises,0
Uttar Pradesh,Jhansi,2014,At Office premises,0
Uttar Pradesh,Kannauj,2014,At Office premises,0
Uttar Pradesh,Kanpur Dehat,2014,At Office premises,0
Uttar Pradesh,Kanpur Nagar,2014,At Office premises,0
Uttar Pradesh,Kasganj,2014,At Office premises,0
Uttar Pradesh,Kaushambi,2014,At Office premises,0
Uttar Pradesh,Khiri,2014,At Office premises,0
Uttar Pradesh,Kushinagar,2014,At Office premises,0
Uttar Pradesh,Lalitpur,2014,At Office premises,0
Uttar Pradesh,Lucknow,2014,At Office premises,0
Uttar Pradesh,Maharajganj,2014,At Office premises,0
Uttar Pradesh,Mahoba,2014,At Office premises,0
Uttar Pradesh,Mainpuri,2014,At Office premises,0
Uttar Pradesh,Mathura,2014,At Office premises,0
Uttar Pradesh,Mau,2014,At Office premises,0
Uttar Pradesh,Meerut,2014,At Office premises,0
Uttar Pradesh,Mirzapur,2014,At Office premises,0
Uttar Pradesh,Moradabad,2014,At Office premises,0
Uttar Pradesh,Muzaffarnagar,2014,At Office premises,0
Uttar Pradesh,Pilibhit,2014,At Office premises,0
Uttar Pradesh,Pratapgarh,2014,At Office premises,0
Uttar Pradesh,Rae Bareli,2014,At Office premises,0
Uttar Pradesh,Rampur,2014,At Office premises,0
Uttar Pradesh,Saharanpur,2014,At Office premises,0
Uttar Pradesh,Sambhal,2014,At Office premises,0
Uttar Pradesh,Sant Kabir Nagar,2014,At Office premises,0
Uttar Pradesh,Shahjahanpur,2014,At Office premises,0
Uttar Pradesh,Shamli,2014,At Office premises,0
Uttar Pradesh,Shravasti,2014,At Office premises,0
Uttar Pradesh,Siddharth Nagar,2014,At Office premises,0
Uttar Pradesh,Sitapur,2014,At Office premises,0
Uttar Pradesh,Sonbhadra,2014,At Office premises,0
Uttar Pradesh,Sant Ravi Das Nagar,2014,At Office premises,0
Uttar Pradesh,Sultanpur,2014,At Office premises,0
Uttar Pradesh,Unnao,2014,At Office premises,0
Uttar Pradesh,Varanasi,2014,At Office premises,0
Uttarakhand,Almora,2014,At Office premises,0
Uttarakhand,Bageshwar,2014,At Office premises,0
Uttarakhand,Chamoli,2014,At Office premises,0
Uttarakhand,Champawat,2014,At Office premises,0
Uttarakhand,Dehradun,2014,At Office premises,0
Uttarakhand,Hardwar,2014,At Office premises,0
Uttarakhand,Nainital,2014,At Office premises,0
Uttarakhand,Garhwal,2014,At Office premises,0
Uttarakhand,Pithoragarh,2014,At Office premises,0
Uttarakhand,Rudraprayag,2014,At Office premises,0
Uttarakhand,Tehri Garhwal,2014,At Office premises,0
Uttarakhand,Udham Singh Nagar,2014,At Office premises,0
Uttarakhand,Uttarkashi,2014,At Office premises,0
West Bengal,North 24 Parganas,2014,At Office premises,0
West Bengal,South 24 Parganas,2014,At Office premises,0
West Bengal,Alipurduar,2014,At Office premises,0
West Bengal,Asansol-Durgapur PC,2014,At Office premises,0
West Bengal,Bankura,2014,At Office premises,0
West Bengal,Barrackpur PC,2014,At Office premises,0
West Bengal,Bidhannagar PC,2014,At Office premises,2
West Bengal,Birbhum,2014,At Office premises,0
